"MBIEInstitutionName1","MBIEInstitutionName2","MBIEInstitutionClass1","MBIEInstitutionClass2","CollaborationRecord"
"Te Papa Tongarewa","University of Waikato","Private not for profit","Higher Education",3
"Te Papa Tongarewa","Victoria University of Wellington","Private not for profit","Higher Education",27
"Te Papa Tongarewa","Wellington Zoo","Private not for profit","Private not for profit",1
"Te Papa Tongarewa","Whanganui Regional Museum","Private not for profit","Government",1
"Te Papa Tongarewa","Wintec","Private not for profit","Higher Education",1
"Te Papa Tongarewa","Wrybill Birding Tours","Private not for profit","Business Enterprise",1
"Te Piriti Special Treatment Unit","University of Waikato","Business Enterprise","Higher Education",2
"Te Pou","University of Auckland","Private not for profit","Higher Education",4
"Te Pou","University of Otago","Private not for profit","Higher Education",1
"Te Pou","Waitemata District Health Board","Private not for profit","Government",3
"Te Puna Hauora Medical Centre","Waitemata District Health Board","Business Enterprise","Government",1
"Te Punaha Matatini","University of Auckland","Higher Education","Higher Education",1
"Te Puni Kokiri","University of Auckland","Government","Higher Education",1
"Te Puni Kokiri","University of Waikato","Government","Higher Education",1
"Te Puni Kokiri","Victoria University of Wellington","Government","Higher Education",2
"Te Puni Kokiri","Whakauae Research","Government","Business Enterprise",1
"Te Rau Matatini","University of Auckland","Private not for profit","Higher Education",1
"Te Rito Maioha Early Childhood New Zealand","Unitec","Higher Education","Higher Education",2
"Te Rito Maioha Early Childhood New Zealand","University of Canterbury","Higher Education","Higher Education",1
"Te Rito Maioha Early Childhood New Zealand","Victoria University of Wellington","Higher Education","Higher Education",1
"Te Whare o Ngati Kahu Hauora","University of Otago","Private not for profit","Higher Education",1
"Te Whare Wananga o Awanuiarangi","Victoria University of Wellington","Higher Education","Higher Education",2
"Techion Group Limited","University of Otago","Business Enterprise","Higher Education",1
"TechPro Plus Ltd.","University of Auckland","Business Enterprise","Higher Education",1
"Telecom New Zealand Ltd","University of Canterbury","Business Enterprise","Higher Education",18
"Telecom New Zealand Ltd","Victoria University of Wellington","Business Enterprise","Higher Education",15
"Telemetry Research Ltd.","University of Auckland","Business Enterprise","Higher Education",9
"Terrageologica","University of Otago","Business Enterprise","Higher Education",4
"Terranova Seeds Ltd","Unitec","Business Enterprise","Higher Education",1
"Tetcor","University of Auckland","Business Enterprise","Higher Education",1
"The Aromatherapy Company","University of Auckland","Business Enterprise","Higher Education",1
"The Breast Centre","Victoria University of Wellington","Business Enterprise","Higher Education",1
"The Busy Nice","University of Auckland","Business Enterprise","Higher Education",1
"The Challenge of Change","University of Canterbury","Business Enterprise","Higher Education",1
"The Champion Centre","University of Canterbury","Business Enterprise","Higher Education",1
"The Correspondence School","Victoria University of Wellington","Government","Higher Education",1
"The Family Centre New Zealand","University of Waikato","Private not for profit","Higher Education",1
"The Forensic Group Limited","University of Waikato","Business Enterprise","Higher Education",1
"The Forensic Group Limited","Victoria University of Wellington","Business Enterprise","Higher Education",1
"The Good Life Research Centre Trust","Wintec","Private not for profit","Higher Education",1
"The Kestral Group Ltd.","Unitec","Business Enterprise","Higher Education",1
"The Kestral Group Ltd.","University of Auckland","Business Enterprise","Higher Education",1
"The Life Flight Trust","University of Otago","Private not for profit","Higher Education",1
"The Life Flight Trust","Wellington Free Ambulance","Private not for profit","Private not for profit",1
"The National Health Board","University of Auckland","Government","Higher Education",1
"The Salvation Army","University of Auckland","Private not for profit","Higher Education",3
"The Virtual Institute of Statistical Genetics","University of Otago","Business Enterprise","Higher Education",1
"Theranostics Laboratory","University of Auckland","Business Enterprise","Higher Education",1
"Theranostics Laboratory","University of Otago","Business Enterprise","Higher Education",1
"Tipu Ora Community Dental Service","University of Auckland","Private not for profit","Higher Education",2
"Tipu Ora Community Dental Service","University of Otago","Private not for profit","Higher Education",1
"Tissue Mechanics Laboratory","University of Auckland","Business Enterprise","Higher Education",1
"Titanium Industry Development Association Inc. (TiDA)","University of Waikato","Private not for profit","Higher Education",2
"Titanox Development Ltd","University of Auckland","Business Enterprise","Higher Education",1
"TM Consultants Ltd.","University of Canterbury","Business Enterprise","Higher Education",1
"Toi Tangata","University of Otago","Business Enterprise","Higher Education",2
"Toitu Te Whenua","University of Otago","Private not for profit","Higher Education",1
"Toko Primary School","University of Waikato","Government","Higher Education",1
"Tonkin and Taylor Ltd.","University of Auckland","Business Enterprise","Higher Education",4
"Tonkin and Taylor Ltd.","University of Canterbury","Business Enterprise","Higher Education",3
"Tonkin and Taylor Ltd.","University of Waikato","Business Enterprise","Higher Education",1
"Tonkin and Taylor Ltd.","Wellington City Council","Business Enterprise","Government",1
"Tonkin and Taylor Ltd.","Wentz Pacific Limited","Business Enterprise","Business Enterprise",1
"Topajka Shaw Consulting Limited","University of Otago","Business Enterprise","Higher Education",1
"Totara Hospice","University of Auckland","Business Enterprise","Higher Education",1
"Touch Water Ltd.","University of Canterbury","Business Enterprise","Higher Education",1
"TracPlus Global Ltd","University of Otago","Business Enterprise","Higher Education",1
"Trades Training Te Tapuae O Rehua","University of Canterbury","Business Enterprise","Higher Education",1
"Trades Training Te Tapuae O Rehua","University of Otago","Business Enterprise","Higher Education",1
"Transfeld Worley Limited","University of Auckland","Business Enterprise","Higher Education",1
"Transport Engineering Research NZ Ltd.","University of Waikato","Business Enterprise","Higher Education",2
"Transpower New Zealand Ltd.","University of Auckland","Business Enterprise","Higher Education",9
"Transpower New Zealand Ltd.","University of Canterbury","Business Enterprise","Higher Education",1
"Transpower New Zealand Ltd.","Victoria University of Wellington","Business Enterprise","Higher Education",4
"Travel Clinic","Worldwise Travellers Health and Vaccination Centre","Business Enterprise","Business Enterprise",1
"Trinity Bioactives Ltd","University of Auckland","Business Enterprise","Higher Education",3
"Trinity Bioactives Ltd","University of Otago","Business Enterprise","Higher Education",2
"Trinity Bioactives Ltd","Victoria University of Wellington","Business Enterprise","Higher Education",2
"Trinity Bioactives Ltd","Waikato District Health Board","Business Enterprise","Government",1
"Tristram Clinic","University of Auckland","Business Enterprise","Higher Education",1
"Tru-Test Limited","University of Auckland","Business Enterprise","Higher Education",1
"TrustPower Ltd.","University of Canterbury","Business Enterprise","Higher Education",1
"TS-dot Engineering Ltd.","University of Canterbury","Business Enterprise","Higher Education",2
"Tu Kotahi Maori Asthma Trust","University of Auckland","Private not for profit","Higher Education",1
"Tu Kotahi Maori Asthma Trust","University of Otago","Private not for profit","Higher Education",4
"Tu Kotahi Maori Asthma Trust","Victoria University of Wellington","Private not for profit","Higher Education",2
"Tuakau College","University of Auckland","Private not for profit","Higher Education",1
"Turanga Health","University of Auckland","Business Enterprise","Higher Education",1
