"MBIEInstitutionName1","MBIEInstitutionName2","MBIEInstitutionClass1","MBIEInstitutionClass2","CollaborationRecord"
"Greater Wellington Regional Council","Horizons Regional Council","Government","Government",2
"Greater Wellington Regional Council","Opus International Consultants Ltd","Government","Business Enterprise",1
"Greater Wellington Regional Council","Otago Regional Council","Government","Government",1
"Greater Wellington Regional Council","Plant and Food Research","Government","Government",1
"Greater Wellington Regional Council","University of Waikato","Government","Higher Education",1
"Greater Wellington Regional Council","Victoria University of Wellington","Government","Higher Education",3
"Green Lane Hospital","Waitemata District Health Board","Business Enterprise","Government",2
"Greenweaver Architecture Ltd","Victoria University of Wellington","Business Enterprise","Higher Education",1
"Greerton Early Childhood Centre","University of Canterbury","Business Enterprise","Higher Education",1
"Greerton Early Childhood Centre","University of Waikato","Business Enterprise","Higher Education",1
"Gribbles Veterinary","Hamilton Zoo","Business Enterprise","Private not for profit",1
"Gribbles Veterinary","Massey University","Business Enterprise","Higher Education",13
"Gribbles Veterinary","Ministry for Primary Industries","Business Enterprise","Government",5
"Gribbles Veterinary","New Zealand Centre for Conservation Medicine (NZCCM)","Business Enterprise","Private not for profit",1
"Gribbles Veterinary","North Canterbury Veterinary Clinics","Business Enterprise","Business Enterprise",1
"Gribbles Veterinary","Northern Southland Veterinary Services","Business Enterprise","Business Enterprise",1
"Gribbles Veterinary","OSPRI","Business Enterprise","Private not for profit",1
"Gribbles Veterinary","PharmTech Service Limited","Business Enterprise","Business Enterprise",2
"Gribbles Veterinary","Rangiora West Veterinary Clinic","Business Enterprise","Business Enterprise",1
"Gribbles Veterinary","Riverside Veterinary Services","Business Enterprise","Business Enterprise",1
"Gribbles Veterinary","South Wairarapa Veterinary Services","Business Enterprise","Business Enterprise",1
"Gribbles Veterinary","Unitec","Business Enterprise","Higher Education",1
"Gribbles Veterinary","University of Auckland","Business Enterprise","Higher Education",3
"Gribbles Veterinary","University of Otago","Business Enterprise","Higher Education",5
"Gribbles Veterinary","Veterinary Clinical Pathology Ltd","Business Enterprise","Business Enterprise",1
"Gribbles Veterinary","Warkworth Veterinary Services","Business Enterprise","Business Enterprise",1
"GroPlus Ltd.","PollenPlus Ltd.","Business Enterprise","Business Enterprise",3
"Ground Investigation Ltd","University of Auckland","Business Enterprise","Higher Education",1
"Growth Solutionz","Napier City Council","Business Enterprise","Government",1
"Guardian Health Care (Bupa)","University of Auckland","Business Enterprise","Higher Education",2
"Guardian Health Care (Bupa)","Waitemata District Health Board","Business Enterprise","Government",1
"Hagley Community College","University of Canterbury","Government","Higher Education",1
"Hally Labels","Victoria University of Wellington","Business Enterprise","Higher Education",2
"Hamilton Eye Clinic","University of Auckland","Business Enterprise","Higher Education",1
"Hamilton Sacred Heart College for Girls","University of Waikato","Government","Higher Education",1
"Hamilton Veterinary Services","Massey University","Business Enterprise","Higher Education",1
"Hamilton Zoo","Massey University","Private not for profit","Higher Education",1
"Hamilton Zoo","New Zealand Centre for Conservation Medicine (NZCCM)","Private not for profit","Private not for profit",1
"Hamilton Zoo","University of Auckland","Private not for profit","Higher Education",1
"Hamilton Zoo","University of Otago","Private not for profit","Higher Education",1
"Hamilton Zoo","University of Waikato","Private not for profit","Higher Education",1
"Hamilton Zoo","Waikato Regional Council","Private not for profit","Government",1
"Hanham Consultants","University of Auckland","Business Enterprise","Higher Education",1
"Hanmer Clinic Tauranga","University of Otago","Business Enterprise","Higher Education",1
"Hapai Te Hauora Tapui Ltd","University of Auckland","Business Enterprise","Higher Education",2
"Harker Underground Construction Limited","TrustPower Ltd.","Business Enterprise","Business Enterprise",1
"Harker Underground Construction Limited","University of Canterbury","Business Enterprise","Higher Education",1
"Harris Consulting","Lincoln Agritech Ltd.","Business Enterprise","Business Enterprise",1
"Harris Consulting","NIWA","Business Enterprise","Government",1
"Hauora Heretaunga","University of Auckland","Business Enterprise","Higher Education",2
"Hauora Waikato Group","Massey University","Business Enterprise","Higher Education",1
"Hauora Waikato Group","University of Auckland","Business Enterprise","Higher Education",5
"Hauora Waikato Group","Waikato District Health Board","Business Enterprise","Government",1
"Hauraki Maori Trust Board","University of Otago","Private not for profit","Higher Education",1
"Hauraki Maori Trust Board","University of Waikato","Private not for profit","Higher Education",1
"Hawke's Bay Alcohol and Drug Service","Medical Research Institute of New Zealand","Private not for profit","Higher Education",1
"Hawke's Bay Alcohol and Drug Service","MidCentral District Health Board","Private not for profit","Government",1
"Hawke's Bay Alcohol and Drug Service","Tairawhiti District Health Board","Private not for profit","Government",1
"Hawke's Bay Alcohol and Drug Service","University of Otago","Private not for profit","Higher Education",1
"Hawke's Bay Alcohol and Drug Service","Wairarapa Alcohol and Drug Service","Private not for profit","Private not for profit",1
"Hawke's Bay Alcohol and Drug Service","Whanganui District Health Board","Private not for profit","Government",1
"Hawke's Bay District Health Board","Health New Zealand Ltd.","Government","Business Enterprise",1
"Hawke's Bay District Health Board","Hutt Valley District Health Board","Government","Government",1
"Hawke's Bay District Health Board","Intensive Care Services","Government","Business Enterprise",1
"Hawke's Bay District Health Board","Kidney Health New Zealand","Government","Business Enterprise",1
"Hawke's Bay District Health Board","Kina Families and Addictions Trust","Government","Private not for profit",1
"Hawke's Bay District Health Board","Massey University","Government","Higher Education",3
"Hawke's Bay District Health Board","Medical Research Institute of New Zealand","Government","Higher Education",4
"Hawke's Bay District Health Board","MidCentral District Health Board","Government","Government",8
"Hawke's Bay District Health Board","Ministry of Health","Government","Government",3
"Hawke's Bay District Health Board","Otago Polytechnic","Government","Higher Education",1
"Hawke's Bay District Health Board","Royal New Zealand College of General Practitioners","Government","Private not for profit",1
"Hawke's Bay District Health Board","Southern District Health Board","Government","Government",1
"Hawke's Bay District Health Board","St John Ambulance","Government","Private not for profit",1
"Hawke's Bay District Health Board","Tairawhiti District Health Board","Government","Government",1
"Hawke's Bay District Health Board","University of Auckland","Government","Higher Education",11
"Hawke's Bay District Health Board","University of Otago","Government","Higher Education",11
"Hawke's Bay District Health Board","Victoria University of Wellington","Government","Higher Education",2
"Hawke's Bay District Health Board","Waikato District Health Board","Government","Government",3
"Hawke's Bay District Health Board","Waitemata District Health Board","Government","Government",4
"Hawke's Bay District Health Board","Wellington Free Ambulance","Government","Private not for profit",1
"Hawke's Bay District Health Board","Whanganui District Health Board","Government","Government",1
"Hawke's Bay Regional Council","HortPlus","Government","Business Enterprise",1
"Hawke's Bay Regional Council","Irrigation New Zealand Inc.","Government","Business Enterprise",1
"Hawke's Bay Regional Council","Kapiti Coast District Council","Government","Government",1
"Hawke's Bay Regional Council","Landcare Research","Government","Government",1
"Hawke's Bay Regional Council","Local Government New Zealand","Government","Government",1
"Hawke's Bay Regional Council","NIWA","Government","Government",1
"Hawke's Bay Regional Council","Plant and Food Research","Government","Government",1
"Hawke's Bay Regional Council","Tasman District Council","Government","Government",1
"Hawke's Bay Regional Council","University of Otago","Government","Higher Education",1
"Hawke's Bay Regional Council","Victoria University of Wellington","Government","Higher Education",1
"Hawke's Bay Regional Council","Wellington City Council","Government","Government",1
"Hawkins Watts","University of Auckland","Business Enterprise","Higher Education",1
"Health Alliance","Ministry of Health","Business Enterprise","Government",1
"Health Alliance","University of Auckland","Business Enterprise","Higher Education",1
"Health Care Aotearoa","University of Canterbury","Business Enterprise","Higher Education",1
"Health New Zealand Ltd.","Litmus","Business Enterprise","Business Enterprise",1
"Health New Zealand Ltd.","Ministry of Health","Business Enterprise","Government",1
"Health New Zealand Ltd.","Pasifika Medical Association","Business Enterprise","Private not for profit",1
"Health New Zealand Ltd.","Quit Group","Business Enterprise","Business Enterprise",2
"Health New Zealand Ltd.","Synergia Ltd","Business Enterprise","Business Enterprise",1
"Health New Zealand Ltd.","University of Auckland","Business Enterprise","Higher Education",16
"Health New Zealand Ltd.","University of Canterbury","Business Enterprise","Higher Education",5
"Health New Zealand Ltd.","University of Otago","Business Enterprise","Higher Education",4
"Health New Zealand Ltd.","University of Waikato","Business Enterprise","Higher Education",1
"Health New Zealand Ltd.","Victoria University of Wellington","Business Enterprise","Higher Education",6
"Health New Zealand Ltd.","Waitemata District Health Board","Business Enterprise","Government",1
"Health Outcomes Associates Ltd.","University of Auckland","Business Enterprise","Higher Education",4
"Health Partners Consulting Group","Health Quality and Safety Commission","Business Enterprise","Government",2
"Health Partners Consulting Group","Mangere Community Health Trust (Primary Health Organisation)","Business Enterprise","Private not for profit",2
"Health Partners Consulting Group","Maori Pharmacists Association","Business Enterprise","Private not for profit",2
"Health Partners Consulting Group","Ministry of Health","Business Enterprise","Government",3
"Health Partners Consulting Group","Sapere Research Group","Business Enterprise","Business Enterprise",1
"Health Partners Consulting Group","University of Auckland","Business Enterprise","Higher Education",9
"Health Partners Consulting Group","University of Otago","Business Enterprise","Higher Education",4
"Health Partners Consulting Group","Waitemata District Health Board","Business Enterprise","Government",1
"Health Promotion Agency","Opus International Consultants Ltd","Government","Business Enterprise",4
"Health Promotion Agency","Opus Research","Government","Business Enterprise",2
"Health Promotion Agency","Sport New Zealand","Government","Private not for profit",1
"Health Promotion Agency","Tala Pasifika","Government","Private not for profit",1
"Health Promotion Agency","University of Auckland","Government","Higher Education",4
"Health Promotion Agency","University of Canterbury","Government","Higher Education",9
"Health Promotion Agency","University of Otago","Government","Higher Education",10
"Health Promotion Agency","Victoria University of Wellington","Government","Higher Education",2
"Health Promotion Agency","Whakauae Research","Government","Business Enterprise",2
"Health Quality and Safety Commission","Penny and Associates Ltd","Government","Business Enterprise",1
"Health Quality and Safety Commission","Royal Australasian College of Surgeons","Government","Higher Education",1
"Health Quality and Safety Commission","Royal New Zealand College of General Practitioners","Government","Private not for profit",1
"Health Quality and Safety Commission","University of Auckland","Government","Higher Education",9
"Health Quality and Safety Commission","University of Canterbury","Government","Higher Education",1
"Health Quality and Safety Commission","Waitemata District Health Board","Government","Government",1
"Healthscope Laboratories","Whanganui District Health Board","Business Enterprise","Government",1
"HealthWEST","Otahuhu College","Business Enterprise","Government",1
"HealthWEST","South Seas Healthcare Trust","Business Enterprise","Private not for profit",1
"HealthWEST","University of Auckland","Business Enterprise","Higher Education",4
"HealthWEST","University of Otago","Business Enterprise","Higher Education",1
"Heart Foundation of New Zealand","New Zealand Medical Association","Private not for profit","Private not for profit",1
"Heart Foundation of New Zealand","University of Auckland","Private not for profit","Higher Education",4
"Heart Foundation of New Zealand","University of Otago","Private not for profit","Higher Education",1
"Heavy Engineering Research Association","National Association of Steel-Framed Housing Inc","Business Enterprise","Private not for profit",2
"Heavy Engineering Research Association","University of Auckland","Business Enterprise","Higher Education",3
"Heavy Engineering Research Association","University of Canterbury","Business Enterprise","Higher Education",1
"Heavy Engineering Research Association","University of Otago","Business Enterprise","Higher Education",1
"HEB Construction","KiwiRail","Business Enterprise","Business Enterprise",1
"Heinz Wattie's","HortPlus","Business Enterprise","Business Enterprise",1
"Heinz Wattie's","Massey University","Business Enterprise","Higher Education",1
"Heinz Wattie's","Plant and Food Research","Business Enterprise","Government",1
"Heke Consulting","University of Auckland","Business Enterprise","Higher Education",1
"Helios Integrative Medical Centre","RATO Natural Health Clinic","Business Enterprise","Business Enterprise",1
"Hemptech","University of Waikato","Business Enterprise","Higher Education",5
"Henderson Medical Centre","Medical Research Institute of New Zealand","Business Enterprise","Higher Education",1
"Henderson Medical Centre","University of Auckland","Business Enterprise","Higher Education",1
"Henderson Medical Centre","University of Otago","Business Enterprise","Higher Education",1
"Henderson Valley Primary School","University of Waikato","Government","Higher Education",2
"Hepatitis Foundation of New Zealand","Massey University","Private not for profit","Higher Education",3
"Hepatitis Foundation of New Zealand","New Zealand Needle Exchange Programme","Private not for profit","Private not for profit",3
"Hepatitis Foundation of New Zealand","University of Auckland","Private not for profit","Higher Education",7
"Hepatitis Foundation of New Zealand","University of Otago","Private not for profit","Higher Education",3
"Herbert Morton Accountants","University of Waikato","Business Enterprise","Higher Education",1
"Heretaunga Health","University of Auckland","Business Enterprise","Higher Education",1
"Heritage New Zealand Pouhere Taonga","University of Auckland","Private not for profit","Higher Education",1
"High Performance Sport New Zealand","Lincoln University","Government","Higher Education",1
"High Performance Sport New Zealand","Millenium Institute of Sport and Health","Government","Business Enterprise",1
"High Performance Sport New Zealand","Unisports Sports Medicine","Government","Business Enterprise",1
"High Performance Sport New Zealand","University of Otago","Government","Higher Education",4
"Highnam Associates Ltd.","University of Auckland","Business Enterprise","Higher Education",1
"Hill Laboratories Ltd.","Meteorological Service of New Zealand Ltd.","Business Enterprise","Government",1
"Hill Laboratories Ltd.","NIWA","Business Enterprise","Government",1
"Hill Laboratories Ltd.","Syft Technologies Ltd","Business Enterprise","Business Enterprise",1
"Hill Laboratories Ltd.","University of Auckland","Business Enterprise","Higher Education",1
"Hill Laboratories Ltd.","University of Canterbury","Business Enterprise","Higher Education",1
"Hill Laboratories Ltd.","University of Waikato","Business Enterprise","Higher Education",4
"Hill Laboratories Ltd.","Wintec","Business Enterprise","Higher Education",2
"Hiway Geotechnical","University of Auckland","Business Enterprise","Higher Education",1
"HodderBalog Social and Scientific Research","Victoria University of Wellington","Business Enterprise","Higher Education",1
"Holcim (NZ)","Stahlton Engineered Concrete","Business Enterprise","Business Enterprise",1
"Holmes Consulting Group","Massey University","Business Enterprise","Higher Education",1
"Holmes Consulting Group","McManus Geotech Ltd.","Business Enterprise","Business Enterprise",1
"Holmes Consulting Group","Ministry of Business Innovation and Employment","Business Enterprise","Government",3
"Holmes Consulting Group","Ministry of Civil Defence and Emergency Management","Business Enterprise","Government",1
"Holmes Consulting Group","The Kestral Group Ltd.","Business Enterprise","Business Enterprise",3
"Holmes Consulting Group","University of Auckland","Business Enterprise","Higher Education",4
"Holmes Consulting Group","University of Canterbury","Business Enterprise","Higher Education",9
"Holmes Fire and Safety","New Zealand Heavy Engineering Research Association","Business Enterprise","Private not for profit",1
"Holmes Fire and Safety","University of Auckland","Business Enterprise","Higher Education",1
"Holmes Fire and Safety","University of Canterbury","Business Enterprise","Higher Education",2
"Horizons Regional Council","Landcare Research","Government","Government",1
"Horizons Regional Council","Massey University","Government","Higher Education",1
"Horizons Regional Council","NIWA","Government","Government",1
"Horizons Regional Council","Otago Regional Council","Government","Government",1
"Horizons Regional Council","Plant and Food Research","Government","Government",1
"Horizons Regional Council","University of Canterbury","Government","Higher Education",1
"Horizons Regional Council","University of Waikato","Government","Higher Education",2
"Horowhenua Community Practice","University of Otago","Business Enterprise","Higher Education",1
"Horowhenua Library Trust","Katipo Communications","Private not for profit","Business Enterprise",1
"Horteye Ltd","Plant and Food Research","Business Enterprise","Government",1
"HortPlus","Irrigation New Zealand Inc.","Business Enterprise","Business Enterprise",1
"HortPlus","Plant and Food Research","Business Enterprise","Government",2
"Hospice New Zealand","Massey University","Private not for profit","Higher Education",1
"Hospice New Zealand","Nielsen Company","Private not for profit","Business Enterprise",1
"Hospice New Zealand","University of Auckland","Private not for profit","Higher Education",1
"Hospice New Zealand","University of Otago","Private not for profit","Higher Education",2
"Hospice Palliative Care Education","Nurse Maude Association","Business Enterprise","Private not for profit",1
"Hospice Palliative Care Education","University of Canterbury","Business Enterprise","Higher Education",1
"Hospice Palliative Care Education","University of Otago","Business Enterprise","Higher Education",1
"Hospice Waikato","University of Auckland","Private not for profit","Higher Education",1
"Hot Solutions Ltd.","University of Auckland","Business Enterprise","Higher Education",2
"Humes Pipeline Systems","University of Auckland","Business Enterprise","Higher Education",1
"Huntly Community Link","Workwise Employment Ltd.","Private not for profit","Private not for profit",1
"Hurricanes Rugby","Plant and Food Research","Business Enterprise","Government",1
"Hush Interiors Ltd","University of Canterbury","Business Enterprise","Higher Education",1
"Hutt Valley District Health Board","Kowhai Health Trust","Government","Private not for profit",1
"Hutt Valley District Health Board","Massey University","Government","Higher Education",2
"Hutt Valley District Health Board","Medical Research Institute of New Zealand","Government","Higher Education",2
"Hutt Valley District Health Board","MidCentral District Health Board","Government","Government",1
"Hutt Valley District Health Board","NaeNae Medical Centre","Government","Business Enterprise",1
"Hutt Valley District Health Board","Ropata Village Medical Centre","Government","Business Enterprise",1
"Hutt Valley District Health Board","South Canterbury District Health Board","Government","Government",1
"Hutt Valley District Health Board","Southern District Health Board","Government","Government",5
"Hutt Valley District Health Board","University of Auckland","Government","Higher Education",8
"Hutt Valley District Health Board","University of Otago","Government","Higher Education",59
"Hutt Valley District Health Board","Victoria University of Wellington","Government","Higher Education",21
"Hutt Valley District Health Board","Waikato District Health Board","Government","Government",21
"Hutt Valley District Health Board","Waikato Neurology Group","Government","Business Enterprise",1
"Hutt Valley District Health Board","Waitemata District Health Board","Government","Government",1
"Hutt Valley District Health Board","Wellington Free Ambulance","Government","Private not for profit",1
"Hutt Valley District Health Board","Whanganui District Health Board","Government","Government",1
"Hyland Consultants","Lewis and Barrow Ltd.","Business Enterprise","Business Enterprise",1
"Hyland Consultants","Silvester Clark","Business Enterprise","Business Enterprise",1
"Hyland Consultants","Synergine","Business Enterprise","Business Enterprise",1
"Hyland Consultants","The Kestral Group Ltd.","Business Enterprise","Business Enterprise",1
"Hyland Fatigue Earthquake Engineering","Lewis and Barrow Ltd.","Business Enterprise","Business Enterprise",1
"Hyland Fatigue Earthquake Engineering","Silvester Clark","Business Enterprise","Business Enterprise",1
"Hyland Fatigue Earthquake Engineering","Synergine","Business Enterprise","Business Enterprise",1
"Hyland Fatigue Earthquake Engineering","TechPro Plus Ltd.","Business Enterprise","Business Enterprise",1
"Hyland Fatigue Earthquake Engineering","The Kestral Group Ltd.","Business Enterprise","Business Enterprise",1
"Hyland Fatigue Earthquake Engineering","University of Auckland","Business Enterprise","Higher Education",1
"Hyperbaric Health","New Zealand Defence Force","Business Enterprise","Government",1
"Hyperbaric Health","University of Auckland","Business Enterprise","Higher Education",2
"Hyperbaric Health","Waitemata District Health Board","Business Enterprise","Government",1
"IAG","University of Canterbury","Business Enterprise","Higher Education",1
"Ian Kusabs and Associates Limited","NIWA","Business Enterprise","Government",2
"Ian Kusabs and Associates Limited","University of Waikato","Business Enterprise","Higher Education",2
"Ian McLean Consultancy Services Ltd.","University of Auckland","Business Enterprise","Higher Education",1
"Ichthyo-niche","University of Canterbury","Business Enterprise","Higher Education",1
"Ichthyo-niche","University of Otago","Business Enterprise","Higher Education",1
"IGENZ Ltd","Skin Dermatology Institute","Business Enterprise","Business Enterprise",1
"IGENZ Ltd","Skin Specialist Centre","Business Enterprise","Business Enterprise",1
"IGENZ Ltd","University of Auckland","Business Enterprise","Higher Education",1
"IGENZ Ltd","Waikato District Health Board","Business Enterprise","Government",2
"ILR","MARS Bioimaging Ltd","Business Enterprise","Business Enterprise",2
"ILR","Scott Technology Limited","Business Enterprise","Business Enterprise",1
"ILR","University of Canterbury","Business Enterprise","Higher Education",3
"ILR","University of Otago","Business Enterprise","Higher Education",3
"Immunisation Advisory Centre","University of Auckland","Private not for profit","Higher Education",2
"Inclusive Education Action Group","University of Auckland","Private not for profit","Higher Education",1
"Independent Petroleum Laboratory","Plant and Food Research","Business Enterprise","Government",1
"Independent Petroleum Laboratory","University of Auckland","Business Enterprise","Higher Education",1
"Indufor Asia-Pacific Ltd","Interpine","Business Enterprise","Business Enterprise",2
"Indufor Asia-Pacific Ltd","Interpine Forestry Ltd","Business Enterprise","Business Enterprise",1
"Indufor Asia-Pacific Ltd","Meteorological Service of New Zealand Ltd.","Business Enterprise","Government",3
"Indufor Asia-Pacific Ltd","PF Olsen and Company Ltd","Business Enterprise","Business Enterprise",1
"Indufor Asia-Pacific Ltd","Scion","Business Enterprise","Government",8
"Infoics Limited","Landcorp Farming Limited","Business Enterprise","Business Enterprise",1
"Inform Planning Ltd","Planning Consultants Ltd","Business Enterprise","Business Enterprise",1
"Inform Planning Ltd","University of Auckland","Business Enterprise","Higher Education",1
"Inform Planning Ltd","University of Waikato","Business Enterprise","Higher Education",1
"Infrastructure Decisions Limited","Massey University","Business Enterprise","Higher Education",1
"Infrastructure Decisions Limited","University of Canterbury","Business Enterprise","Higher Education",1
"Inglewood Veterinary Services","Massey University","Business Enterprise","Higher Education",1
"Injury Prevention Aotearoa","University of Auckland","Private not for profit","Higher Education",1
"Inland Revenue","Lincoln University","Government","Higher Education",1
"Inland Revenue","Victoria University of Wellington","Government","Higher Education",1
"Innate Immunotherapeutics Limited","Malaghan Institute of Medical Research","Business Enterprise","Business Enterprise",2
"Innate Immunotherapeutics Limited","University of Auckland","Business Enterprise","Higher Education",1
"Innate Immunotherapeutics Limited","University of Otago","Business Enterprise","Higher Education",1
"Innate Immunotherapeutics Limited","Victoria University of Wellington","Business Enterprise","Higher Education",1
"Innate therapeutics","Lincoln University","Business Enterprise","Higher Education",1
"Inner City Women's Group","University of Auckland","Private not for profit","Higher Education",1
"Inner Zest Ltd.","University of Auckland","Business Enterprise","Higher Education",1
"INR Online Ltd","MidCentral District Health Board","Business Enterprise","Government",1
"INR Online Ltd","West View Pharmacy","Business Enterprise","Business Enterprise",1
"Insect Science Solutions","Lincoln University","Business Enterprise","Higher Education",1
"Insights MSD","New Zealand Treasury","Business Enterprise","Government",1
"Inspiring Ltd.","Synergia Ltd","Business Enterprise","Business Enterprise",1
"Inspiring Ltd.","University of Auckland","Business Enterprise","Higher Education",2
"Inspiring Ltd.","University of Otago","Business Enterprise","Higher Education",2
"Institution of Professional Engineers New Zealand","Quest Integrity Group Ltd.","Private not for profit","Business Enterprise",1
"Institution of Professional Engineers New Zealand","University of Auckland","Private not for profit","Higher Education",1
"Intellectual Property Office of New Zealand","Landcare Research","Government","Government",1
"Intellectual Property Office of New Zealand","Ministry for Primary Industries","Government","Government",1
"Intellectual Property Office of New Zealand","Plant and Food Research","Government","Government",1
"Intensive Care Flight Paramedic","Northland District Health Board","Business Enterprise","Government",1
"Intensive Care Flight Paramedic","Whanganui District Health Board","Business Enterprise","Government",1
"Interactionz","University of Waikato","Private not for profit","Higher Education",1
"InterAg","LIC","Business Enterprise","Business Enterprise",1
"InterAg","Lincoln University","Business Enterprise","Higher Education",1
"InterAg","Massey University","Business Enterprise","Higher Education",1
"InterAg","ULTI Pharmaceuticals","Business Enterprise","Business Enterprise",1
"InterAg","University of Auckland","Business Enterprise","Higher Education",1
"InterAg","University of Waikato","Business Enterprise","Higher Education",1
"International Animal Welfare Consultants Limited","Massey University","Business Enterprise","Higher Education",1
"International Earth Sciences IESE Ltd.","University of Auckland","Business Enterprise","Higher Education",1
"International Earth Sciences IESE Ltd.","Victoria University of Wellington","Business Enterprise","Higher Education",1
"International Pacific College","Massey University","Higher Education","Higher Education",2
"International Student Ministries of New Zealand","University of Otago","Private not for profit","Higher Education",1
"International Telematics Ltd.","Manukau Institute of Technology","Business Enterprise","Higher Education",1
"International Telematics Ltd.","Massey University","Business Enterprise","Higher Education",1
"Interpine","Meteorological Service of New Zealand Ltd.","Business Enterprise","Government",2
"Interpine","Scion","Business Enterprise","Government",2
"Interpine Forestry Ltd","Logjiztix Ltd","Business Enterprise","Business Enterprise",1
"Interpine Forestry Ltd","Meteorological Service of New Zealand Ltd.","Business Enterprise","Government",1
"Interpine Forestry Ltd","New Zealand Forestry Ltd","Business Enterprise","Business Enterprise",1
"Interpine Forestry Ltd","PF Olsen and Company Ltd","Business Enterprise","Business Enterprise",1
"Interpine Forestry Ltd","Scion","Business Enterprise","Government",2
"Interpine Forestry Ltd","Waiariki Institute of Technology","Business Enterprise","Higher Education",1
"Intus Digestive and Colorectal Care","University of Otago","Business Enterprise","Higher Education",1
"Invenco Group Ltd.","University of Auckland","Business Enterprise","Higher Education",2
"Investigation Geology Ltd","Structex Studio Limited","Business Enterprise","Business Enterprise",1
"Investigation Geology Ltd","University of Canterbury","Business Enterprise","Higher Education",1
"IPENZ","Opus International Consultants Ltd","Private not for profit","Business Enterprise",1
"IPENZ","University of Auckland","Private not for profit","Higher Education",2
"IPENZ","University of Waikato","Private not for profit","Higher Education",1
"Irrigation New Zealand Inc.","Plant and Food Research","Business Enterprise","Government",1
"Isolytix","University of Otago","Business Enterprise","Higher Education",1
"IZON Science Ltd.","University of Auckland","Business Enterprise","Higher Education",2
"IZON Science Ltd.","University of Canterbury","Business Enterprise","Higher Education",1
"IZON Science Ltd.","University of Otago","Business Enterprise","Higher Education",1
"IZON Science Ltd.","Victoria University of Wellington","Business Enterprise","Higher Education",5
"Jackett Consulting","Opus International Consultants Ltd","Business Enterprise","Business Enterprise",1
"Jacobs Engineering","PipeTechnologies","Business Enterprise","Business Enterprise",1
"Jacobs Engineering","University of Auckland","Business Enterprise","Higher Education",1
"Jacobs Engineering","Watercare Services Ltd.","Business Enterprise","Business Enterprise",1
"Jade Software Corporation","University of Canterbury","Business Enterprise","Higher Education",1
"Jade Software Corporation","University of Otago","Business Enterprise","Higher Education",1
"James and Monroe","Massey University","Business Enterprise","Higher Education",1
"JMR Distributors Ltd","Massey University","Business Enterprise","Higher Education",2
"John Jones Steel","University of Auckland","Business Enterprise","Higher Education",1
"John Jones Steel","University of Canterbury","Business Enterprise","Higher Education",1
"John Jones Steel","Worldwise Travellers Health and Vaccination Centre","Business Enterprise","Business Enterprise",1
"John Wood Consulting","New Zealand Transport Agency","Business Enterprise","Government",1
"John Wood Consulting","University of Auckland","Business Enterprise","Higher Education",1
"John Wood Consulting","University of Canterbury","Business Enterprise","Higher Education",1
"Johne's Management Limited","Landcare Research","Business Enterprise","Government",1
"Johne's Management Limited","Massey University","Business Enterprise","Higher Education",1
"Jowett Consulting Ltd.","NIWA","Business Enterprise","Government",1
"Jowett Consulting Ltd.","Otago Regional Council","Business Enterprise","Government",1
"JRA (NZ) Ltd.","University of Auckland","Business Enterprise","Higher Education",2
"Julian King and Associates Limited","Waitemata District Health Board","Business Enterprise","Government",1
"Ka Mau Te Wero","Landcare Research","Private not for profit","Government",1
"Kaikorai Valley College","University of Otago","Private not for profit","Higher Education",1
"Kaikoura Ocean Research Institute Inc.","University of Auckland","Private not for profit","Higher Education",1
"Kaipaki Veterinary Services","Massey University","Business Enterprise","Higher Education",1
"Kaipara District Council","Massey University","Government","Higher Education",1
"Kaipara District Council","Northland Regional Council","Government","Government",1
"Kaipara District Council","Whangarei District Council","Government","Government",1
"Kapiti Coast District Council","Local Government New Zealand","Government","Government",1
"Kapiti Coast District Council","Tasman District Council","Government","Government",1
"Kapiti Coast District Council","Victoria University of Wellington","Government","Higher Education",1
"Kapiti Coast District Council","Wellington City Council","Government","Government",1
"Karori Sanctuary Trust","Landcare Research","Private not for profit","Government",1
"Karori Sanctuary Trust","Massey University","Private not for profit","Higher Education",1
"Katoa Ltd","Ministry of Social Development","Business Enterprise","Government",1
"Katoa Ltd","Pasifika Research Ltd","Business Enterprise","Business Enterprise",2
"Katoa Ltd","University of Auckland","Business Enterprise","Higher Education",1
"Katoa Ltd","University of Otago","Business Enterprise","Higher Education",2
"Katoa Ltd","Victoria University of Wellington","Business Enterprise","Higher Education",2
"Kea Conservation Trust","Landcare Research","Private not for profit","Government",1
"Kea Conservation Trust","Unitec","Private not for profit","Higher Education",1
"KEA Consultant","Northpower","Business Enterprise","Business Enterprise",1
"Keratec Ltd.","University of Otago","Business Enterprise","Higher Education",2
"Kidney Health New Zealand","University of Auckland","Business Enterprise","Higher Education",3
"Kidney Health New Zealand","University of Otago","Business Enterprise","Higher Education",1
"Kina Families and Addictions Trust","Massey University","Private not for profit","Higher Education",1
"Kina Families and Addictions Trust","University of Otago","Private not for profit","Higher Education",1
"Kinetic Engineering Design","University of Auckland","Business Enterprise","Higher Education",1
"Kingdom Clinic","Northland District Health Board","Business Enterprise","Government",1
"Kingdom Clinic","University of Otago","Business Enterprise","Higher Education",1
"Kingdom Clinic","Waitakere Union Health Centre","Business Enterprise","Business Enterprise",1
"Kiwi Well Evaluation Ltd","University of Otago","Business Enterprise","Higher Education",1
"Kiwi Well Evaluation Ltd","Victoria University of Wellington","Business Enterprise","Higher Education",1
